Character,Line
Bender," Ba-da-ba-da-ba-dip-That's all you get, jerks!"
Fry, Is any of that a problem?
Fry," But you are lazy, right?"
Fry, Wait. That's the bead you traded your land for?
Bender," Well then what do you think you should stop doing? Crawl, pigs!"
Fry," You doin' alright out there, buddy?"
Bender," Oh, God! Then it's worse than I think."
Bender," Well, he wasn't in the, uh, kitchen room."
Leela, We're just as good as any of those other crews you sent to their deaths. What's the mission?
Fry," Mrs. Astor, deep in the sewers, we discovered the wreck of the Land Titanic, on which your husband land-drowned. Inside was something that might interest you."
Fry," Phew! Uh, ladies first."
Leela," That's it, Fry. As your captain I order you back to the ship. You are in way over your head."
Farnsworth, You overclocked Bender?! What did I teach you about tinkering with machinery?
Fry," Hey, that's what I do."
Leela," Thanks, Adlai. I guess you never really outgrow being an eyeball-- Oddball!"
Bender, Are they the Robot Mafia?
Hermes, Oh! The ultimate penalty!
Fry," Right. I mean sure, she's a mutant, we've known that for years. But we kept it a secret because she's a fine, upstanding..."
Bender, And mean.
Farnsworth, Regular or conjugal?
Farnsworth, Monkeys aren't donkeys! Quit messing with my head!
Bender," But, then we wouldn't be roommates."
Zoidberg, I'm expressing my sorrow.
Farnsworth," Wait, I'm confused. Now tell me, Fry, which one of these ladies are you involved with?"
Fry, Except in Kansas.
Fry, What about what?
Leela, Have you seen today's news?
Farnsworth," Yes, we all miss our loved ones and gases. Come on, Fry."
Fry," Thanks, Professor!"
Fry, Same thing.
Farnsworth," Alright, but don't run with them."
Leela," Zapp?  Zapp, wake up!"
Fry, Now ask her how her day was.
Bender, Still ... can't ... reach!
Bender, Save my friends! And Zoidberg!
Farnsworth," Well, that's it. I'm afraid traditional medicine has failed."
Zoidberg, It's a movie.
Fry," So, uh, what do you feel like doing?"
Hermes," Sir, please, I must located the disk with my friend's brain on it."
Bender," You know it, pork pie! Except for one thing."
Farnsworth," Maybe something about ourselves, Leela. Wait! What's under that blanket? My God! da Vinci's Vitruvian Man!"
Zoidberg, Then it's settled. Hermes will relax and Zoidberg will eat. Hurrah!
Bender," So, you got six bucks left to retire on. I recommend Tender Vittles."
Farnsworth," Look, it started out as a calculated plot to rummage through your underwear. But once I got in there, I found more -- much more. And now I want to shout our love from the rooftops. Perhaps I'll breed some sort of albino shouting gorilla."
Bender, Thare she blows!
Bender, Woo!
Farnsworth, Baseball?? God forbid!
Fry, Um... Would it be possible to break off a piece an' put it in an engagement ring for reasons that are private?
Fry," Bye, Animatronio!"
Fry, Thank you.
Leela, Aw! Nibbler made a bobo for Mamma. I'll pick it up with my super-dupey poopy scoopy.
Bender," Fate is cruel and unyielding and what must be must be. Takin' all bets! I'm giving 9-2 on Zoidberg, the crab with the jab! The Great Red Hope! Come on, baby!"
Zoidberg, Woop-woop-woop-woop-woop-woop-woop-woop-woop.
Farnsworth, Indeed.
Bender, Says who? Was it the bugbear? Is he talking about me again?
Farnsworth," That's not Nibbler. That's my most precious possession. Leonardo's beard! I paid a fortune for it at an auction of historic body parts. I suppose if I have an Achilles' heel, it's because I bought it at that same auction."
Fry," What are you doing, darling? Get down!"
Bender," I've seen bigger. Oh, wait, I'm thinking of Eugene, Oregon. Wait. A pie with hobo-lifting aroma? Who baked it?"
Leela, Thank God!
Leela, Jackie. I guess you were right. I'm a lousy role model. I'm sorry.
Leela," Listen, this is Bender's first meal and he's a little sensitive. So let's be supportive, OK?"
Fry, I'd love to!
Fry, Well ... close enough!
Fry," Colleen wasn't satisfied with me. Were you, Colleen?"
Fry, Ow! Yay!
Fry, Hook on the hand!
Leela, Remember  Don't show any reaction to his appearance.
Hermes," You got it, mon! In fact, severely-reduced pay all around! Come on, wife, let's blow this joint!"
Bender," What is it with you kids? Every other day it's food, food, food! Oh, fine. I'll get you some stupid food."
Bender, Timber!
Zoidberg," The Magnificent Three. Scene one, take one."
Farnsworth," Oh, I'm glad you made it, Guenter because in honour of parents weekend I have a special surprise for you."
Bender," Yeah, yeah. Death's a big deal to you flesh bags. But in case you didn't notice, I'm a robot."
Fry," It doesn't matter how many human females you have, Bender's on a hot streak."
Bender," Yeah, make me famous, big head!"
Leela, I don't want any screw-ups. Use the hover-dolly and just deliver one pillow at a time.
Fry, Does it have to be nude?
Fry," Oh, my God!"
Leela, Correct.
Amy, I thought you said he didn't have hair.
Bender, Not enough room? My place is two cubic metres and we only take up 1.5 cubic metres. We've got room for a-whole-nother two-thirds of a person.
Leela," No, they're not. I saved this one. And I'm gonna raise it and care for it, so the world will forever know what it's lost. You freaking slime wad!  No. I killed it. It was the last of its kind.  Let go of me, you...   Poor thing."
Bender, And here's another one with no eyes.
Bender," This is gonna be juicy. What? Oh, man!"
Bender, Was that before or after you slept with him?
Amy, What is it with you men? Why does everything revolve around my butt?
Bender," Ladies and gentlemen of the jury, I... Oops. Sorry, force of habit. I support this proposition because I love a goopy, flesh-and-blood woman, and not surprisingly, she loves me. This is a simple matter of justice, which I'm not normally for. So, please, vote yes. After all, our love isn't any different than yours, except it's hotter, 'cause I'm involved."
Fry, No. No!
Leela, To motherhood.
Hermes, Ras H. Tafari! What's goin' on here?
Fry, Yes. It's the only song I know.
Bender, Not my fault.
Bender," So I'm doomed to die? And I'll never even get to punch whoever's responsible? Oh, what's the point."
Fry," First person on Mars? I should have been the first person on Mars. He stole my clover, he stole my name and he stole my life. And now he broke my hand!"
Bender, What?!
Fry, You see? You see? Now she's bothering me when I'm at work.
Fry, Yeah but I guess I'd be angry too if I had to go to some uninhabited planet.
Leela, Fine. Hurry up.
Fry," Actually, it was five years ago. I remember 'cause they washed my socks."
Farnsworth, No! Wait! I'm afraid to die!
Leela, ...great-great-great-great-great nephew.
Fry, Hi. We have a giant stone to deliver. Sign here.
Amy, I've never been sad at a party before. I wonder if my mind is thinking about Kif being in jail.
Amy, The cat is evil! We have proof!
Farnsworth, I can afford to give away anything I want. I've won the Spanish National Lottery.
Bender, Ooh.
Bender," Sounds like a job for me, Bender."
Bender, Why does a robot need a codpiece?
Farnsworth," Thank you, Dr. Zoidberg. Hermes, incentivize that employee. As for you, Leela, I'm letting you off with a warning."
Leela, Fry? Why are you looking for Flexo in my underpants drawer?
Farnsworth," What is it? Oh, jeez! Oh, man! Remarkable! A stench so foul it's right off the Funk-o-Meter. I dare say Fry may have discovered the smelliest object in the known universe."
Fry, Cool! Can I borrow the new ones? And a couple of blank tapes?
Fry," I hate the Planet of the Moochers. They take you out for a drink but when the check comes, their wallet's always in their other pants -- which they borrowed from me!"
Zoidberg," Oh! So, suddenly, Miss Goody Four-shoes over here doesn't kill anymore. She killed me not five minutes ago. What am I? Chopped liver?"
Zoidberg," Don't worry, Fry, we'll have your body all fixed up in a few days. Upsy daisy!"
Leela, And it is requested.
Fry," You might be right, Hermes."
Bender," You're watching Futurama, the show that does not advocate the cool crime of robbery."
Bender, For I was blind but now I see!
Bender, And why is the Slurm pouring into this sewer?
Fry," I don't understand. When I like something, I lick it. Like this raccoon."
Bender," Hi, I'm you from 19 seconds in the future. Stay here and wait for Fry while I go to the bathroom."
Hermes, That is quite dangerous!
Farnsworth, Nonsense. You've been my grad student for twelve years. You were ready six years ago.
Bender, Ah! Mighty fine smokable!
Farnsworth, Wait a second! Oxygen levels are rising too rapidly! 10%... 20% ...60%!
Fry, This wouldn't be so bad if it weren't for the chickens.
Bender, Philip Fry?
Fry," She said, ""Go!"""
Bender, Oh! How could I let this happen? I can't go through the rest of my life like this.
Bender," Hey ... so the game of cat and mouse begins, huh? Let us match wits. .... Ohhhh, how am I supposed to find him? All those times he blabbed on and on about his life in the twentieth century. If only I'd paid the slightest bit of attention. Oh well, guess I'd better go kill myself."
Amy," If I had a spray bottle, I'd give him such a spritzing."
Fry," Certainly yes us, uh-huh, sir! We've gotta bring back the kind of Xmas I remember."
Bender, Nooo!
Fry," We can definitely escape, Bender. All you have to do is bend the hatch off this steam pipe."
Fry, See?
Bender, Wretched technology has brought me nothing but misery!
Fry, That could be my beautiful soul sitting naked on her couch if I could just learn to play this stupid thing.
Amy, No.
Fry," Hey, I was nuzzling that!"
Fry," Oh, great. So what am I supposed to do now?"
Fry, Like the Kardashians.
Farnsworth, Dear God! We've got robots on the ceiling.
Leela, You're not stealing anything! Nobody hit the deck!
Fry, We wanted to show you that we really do respect your robot heritage.
Bender, Do the back dance! Do the back dance! Ooh....
Farnsworth, You favourite what? Why does my foot hurt?
Zoidberg, That's normal. Next patient.
Hermes, Then it's settled. The new chief executive officer of Planet Express corporation is That Guy.
Leela, Uh...
Amy," Greetings, Leela. I'm the Cute Witch of the North!"
Leela, It's amazing that your people can fall in love so fast.
Hermes," Mon, I'm hungrier than a green snake in a sugar cane field!"
Bender, Hooray for blind-y!
Farnsworth," Oh, dear. They'll be killed on our doorstep. And there's no trash pickup until January 3rd."
Bender," Next Thursday, you say? Pray, continue."
Bender," Take that, you twit. No! Stop it!"
Fry, Sure. When he's sober!
Fry, I know about Santa Claus.
Farnsworth," Your witness, Prosecutor Ramirez."
Leela," The sun, the sea air, good friends."
